contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.5711_Frame-1,PTZ00241,1,158,1.16615e-91,262.714,-,PTZ00241
Cluster-70816.164403_Frame+2,WD40,9,70,5.15102e-15,66.5896,C,cl29593
Cluster-70816.130517_Frame+1,PKc_like,37,225,7.01728e-119,342.315,N,cl21453
Cluster-70816.120165_Frame+2,Nefa_Nip30_N,5,106,2.90079e-27,100.764,-,pfam10187
Cluster-70816.120163_Frame-2,Ion_trans,1601,1854,2.02175e-57,199.041,-,pfam00520
Cluster-70816.120163_Frame-2,Ion_trans,1283,1554,4.45461e-55,192.107,-,pfam00520
Cluster-70816.120163_Frame-2,Ion_trans,794,1008,1.52273e-53,187.87,-,pfam00520
Cluster-70816.120163_Frame-2,Ion_trans,174,457,8.06176e-44,159.751,-,pfam00520
Cluster-70816.120163_Frame-2,Na_trans_cytopl,501,666,1.00173e-26,108.273,-,pfam11933
Cluster-70816.120163_Frame-2,Na_channel_gate,1544,1596,1.67328e-26,103.414,-,cd13433
Cluster-70816.120163_Frame-2,Na_trans_assoc,1034,1279,1.67869e-24,102.777,-,pfam06512
Cluster-70816.120163_Frame-2,GPHH,1857,1913,7.85933e-05,42.5985,-,pfam16905
Cluster-70816.128350_Frame-1,YgfZ,37,345,2.17016e-45,156.754,-,COG0354
Cluster-70816.94496_Frame-2,P-type_ATPase_Ca_PMCA-like,62,941,0,1200.49,-,cd02081
Cluster-70816.94496_Frame-2,Cation_ATPase_C,893,1071,3.82401e-51,177.813,-,pfam00689
Cluster-70816.94496_Frame-2,ATP_Ca_trans_C,1116,1161,1.11133e-12,63.1897,-,pfam12424
Cluster-70816.92265_Frame-2,Peptidase_M17,1,249,4.10674e-79,245.534,N,cl29532
Cluster-70816.92264_Frame+1,PLPDE_III_YBL036c_euk,15,248,4.74254e-131,369.22,-,cd06822
Cluster-70816.92267_Frame+3,ADF_coactosin_like,11,121,8.38115e-44,139.694,-,cd11282
Cluster-70816.124133_Frame-3,NOX_Duox_like_FAD_NADP,251,348,1.21594e-15,75.0338,C,cd06186
Cluster-70816.124136_Frame+2,PHA03307,34,279,0.00618415,41.3101,C,PHA03307
