contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.26360_Frame-1,Abhydrolase,246,458,1.34583e-35,131.254,-,cl21494
Cluster-70816.26360_Frame-1,Bile_Hydr_Trans,54,180,9.84338e-34,123.045,-,pfam04775
Cluster-70816.26366_Frame+3,G6S,45,347,1.22008e-159,452.004,C,cd16147
Cluster-70816.26365_Frame+2,G6S,45,347,1.22008e-159,452.004,C,cd16147
Cluster-70816.73285_Frame+1,HMG-box,200,249,9.96917e-15,68.4143,C,cd00084
Cluster-70816.73283_Frame+3,DUF4602,288,409,1.24356e-12,64.2865,-,pfam15375
Cluster-70816.84985_Frame+2,LIM3_Ajuba_like,167,228,3.55756e-32,112.1,-,cd09438
Cluster-70816.84985_Frame+2,LIM2_Ajuba_like,107,159,3.51997e-31,109.355,-,cd09355
Cluster-70816.84985_Frame+2,LIM,42,95,1.13032e-25,95.1921,-,cl02475
Cluster-70816.41548_Frame-2,Tryp_SPc,55,283,8.66691e-94,276.85,-,cd00190
Cluster-4078.0_Frame-3,Luminal_IRE1_like,12,69,0.00586962,33.1404,NC,cl14874
Cluster-84998.0_Frame-3,Macro,3,38,0.00151349,33.2492,NC,cl00019
Cluster-70816.75427_Frame+1,VRG4,7,207,4.48688e-06,47.19,C,COG5070
Cluster-70816.75421_Frame+2,2a30,19,1044,0,984.976,-,TIGR00930
Cluster-70816.75422_Frame+3,2a30,8,1017,0,989.984,-,TIGR00930
Cluster-70816.113501_Frame-1,UBA_like_SF,919,953,8.0002e-13,63.576,-,cl21463
Cluster-70816.113501_Frame-1,M_domain,986,1107,1.83673e-12,68.3971,N,pfam12938
Cluster-70816.113501_Frame-1,SelP_N,628,686,1.46116e-06,50.5066,N,pfam04592
Cluster-70816.113501_Frame-1,SelP_N,601,653,0.00096177,42.0322,N,pfam04592
Cluster-70816.39902_Frame+1,TPD,132,263,2.64245e-77,230.51,-,pfam14811
Cluster-70816.112818_Frame+3,PurM,16,276,2.3564e-143,413.794,-,cd02196
Cluster-70816.112818_Frame+3,FMT_core_GART,315,497,2.41358e-104,309.703,-,cd08645
Cluster-70816.112819_Frame+3,PurM,16,276,1.70222e-145,413.024,-,cd02196
Cluster-70816.112810_Frame+3,UDP_G4E_1_SDR_e,5,344,0,537.504,-,cd05247
Cluster-70816.112813_Frame-1,SOUL,15,187,3.62634e-65,198.235,-,pfam04832
Cluster-70816.112816_!WTR_Frame+3,IBB,1,67,3.60382e-18,71.837,-,pfam01749
Cluster-70816.147880_Frame+1,Evr1_Alr,83,174,3.68635e-50,156.633,-,pfam04777
Cluster-70816.98665_Frame+1,Cystatin,30,87,2.06886e-09,50.0068,C,pfam00031
Cluster-70816.3140_Frame-1,PKD_channel,2,219,4.4904e-33,126.693,N,pfam08016
Cluster-70816.110015_Frame-3,UBCc,1070,1219,4.79692e-32,121.926,-,cd00195
Cluster-70816.63844_Frame+3,PLN02724,78,720,2.62071e-156,473.971,N,PLN02724
Cluster-70816.81089_Frame-3,PLN02951,60,388,0,560.143,-,PLN02951
Cluster-70816.98668_Frame+3,SET,269,321,2.61674e-07,49.6403,N,smart00317
Cluster-70816.81083_Frame-1,UTP15_C,167,313,1.08646e-39,137.613,-,pfam09384
Cluster-70816.81083_Frame-1,WD40,1,128,4.58369e-21,91.6276,N,cl29593
Cluster-70816.81085_Frame+3,WGR,18,92,2.43102e-44,139.384,C,cl01581
Cluster-70816.81084_Frame-1,UTP15_C,167,313,7.62722e-40,137.998,-,pfam09384
Cluster-70816.81084_Frame-1,WD40,1,128,6.53352e-21,91.2424,N,cl29593
Cluster-70816.81086_Frame+1,WD40,30,142,6.95057e-17,74.6788,N,cl29593
Cluster-70816.96906_Frame-1,DUF5401,82,282,2.04923e-05,47.1296,N,pfam17380
Cluster-70816.96907_Frame-3,DUF5401,82,282,2.04923e-05,47.1296,N,pfam17380
Cluster-70816.96901_Frame+3,PWWP,4,77,5.05478e-07,48.5672,C,pfam00855
Cluster-70816.96901_Frame+3,MDN1,398,737,1.03766e-06,52.6939,N,COG5271
Cluster-70816.96903_Frame+2,p25-alpha,70,216,7.2187e-49,157.039,-,pfam05517
Cluster-70816.150374_Frame-2,COG5022,20,137,3.90338e-12,62.0176,NC,COG5022
Cluster-5279.0_!WTR_Frame+3,NADB_Rossmann,1,40,0.00744615,31.4552,N,cl21454
Cluster-70816.130017_Frame-2,WD40,376,632,1.66598e-49,177.142,-,cd00200
Cluster-70816.130017_Frame-2,Utp13,655,782,1.80105e-41,148.402,-,pfam08625
Cluster-70816.130017_Frame-2,WD40,62,553,6.15613e-27,115.571,-,COG2319
Cluster-70816.130017_Frame-2,MIP-T3,784,951,6.72723e-05,46.392,C,pfam10243
Cluster-5787.0_!WTR_Frame-2,PLN00077,18,128,2.36911e-35,118.214,-,PLN00077
Cluster-5606.0_Frame+3,DUF523,4,61,2.7962e-24,87.5048,C,pfam04463
