contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.147628_Frame-1,MFS_SLC45_SUC,2,438,1.98482e-65,215.569,N,cd17313
Cluster-70816.94779_Frame-1,MDR,17,358,2.81637e-43,153.155,-,cl16912
Cluster-2736.0_Frame+2,RRM_SF,2,31,7.86143e-11,50.7624,N,cl17169
Cluster-70816.96169_Frame+1,DSRM,544,612,1.2761e-12,63.0603,-,cd00048
Cluster-70816.96169_Frame+1,G-patch,478,516,1.28172e-09,53.6587,-,pfam01585
Cluster-70816.96169_Frame+1,PRK14849,150,349,0.00569731,39.7182,N,PRK14849
Cluster-70816.114922_Frame+3,WD40,1,101,4.66556e-06,46.9444,NC,cl29593
Cluster-70816.114922_Frame+3,WD40,51,258,8.64743e-05,43.5387,NC,COG2319
Cluster-70816.96162_Frame-3,Beta_elim_lyase,42,303,0,523.426,C,cl18945
Cluster-70816.114921_Frame-1,Peptidase_C54,290,706,1.2682e-122,367.961,-,pfam03416
Cluster-70816.114927_Frame-3,Nup160,15,202,2.68163e-24,100.215,N,pfam11715
Cluster-104176.0_Frame-1,Ank_2,145,246,2.51887e-13,63.9722,-,pfam12796
Cluster-104176.0_Frame-1,Ank_4,109,160,4.34491e-07,45.7365,-,pfam13637
Cluster-70816.96161_!WTR_Frame-2,HLH,30,75,0.000551284,34.8869,-,smart00353
Cluster-4807.0_Frame+3,HI0933_like,29,204,8.90537e-88,263.665,C,pfam03486
Cluster-70816.77519_Frame+3,7tm_classA_rhodopsin-like,23,275,1.40131e-13,69.6138,-,cd00637
Cluster-70816.112186_!WTR_Frame-3,FReD,96,313,7.48503e-96,282.207,-,cd00087
Cluster-70816.112187_Frame-3,FReD,96,313,7.48503e-96,282.207,-,cd00087
Cluster-70816.112184_Frame-3,FReD,96,313,7.48503e-96,282.207,-,cd00087
Cluster-70816.77512_Frame+1,Fasciclin,356,475,2.11444e-20,86.9234,-,pfam02469
Cluster-70816.77512_Frame+1,Fasciclin,490,655,5.49397e-15,71.5155,-,pfam02469
Cluster-70816.77512_Frame+1,Fasciclin,194,328,2.98779e-09,55.3371,-,cl02663
Cluster-70816.77512_Frame+1,Fasciclin,32,157,1.62763e-08,53.0259,-,cl02663
Cluster-70816.77510_Frame+1,Fasciclin,356,475,1.91835e-20,87.3086,-,pfam02469
Cluster-70816.77510_Frame+1,Fasciclin,490,637,9.92713e-18,79.6046,-,pfam02469
