contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-99472.0_Frame+3,PCM1_C,5,28,0.00443152,32.8179,NC,pfam15717
Cluster-70816.129728_Frame-1,GlcD,11,229,1.91553e-64,207.055,C,COG0277
Cluster-70816.129724_Frame+1,Str_synth,174,260,2.68349e-26,102.518,-,cl22863
Cluster-70816.129724_Frame+1,YvrE,123,301,1.67708e-16,80.5059,NC,COG3386
Cluster-35789.0_!WTR_Frame+2,Molybdopterin-Binding,1,29,0.00259858,32.2691,NC,cl09928
Cluster-70816.123208_Frame+3,COG2,208,380,0.00452015,39.2631,C,cl19297
Cluster-70816.81606_Frame+3,Brix,7,135,5.25665e-16,75.0783,N,smart00879
Cluster-70816.81606_Frame+3,Brix,196,261,0.000411641,41.5279,N,cl00935
Cluster-70816.81603_Frame+2,MviM,1,325,4.18152e-53,177.745,-,COG0673
Cluster-70816.81602_Frame-3,EVH1_Ena_VASP-like,7,114,9.40542e-71,215.249,-,cd01207
Cluster-70816.81601_Frame-3,EVH1_Ena_VASP-like,22,129,7.42291e-71,216.02,-,cd01207
Cluster-70816.81600_Frame-2,EVH1_Ena_VASP-like,5,112,2.84289e-71,215.249,-,cd01207
Cluster-70816.81609_Frame-1,SAM_superfamily,85,156,4.11924e-23,88.5733,-,cl15755
Cluster-70816.81608_Frame+2,Brix,31,207,3.73669e-25,101.272,-,smart00879
Cluster-70816.81608_Frame+2,Brix,268,333,0.000616038,41.5279,N,cl00935
Cluster-70816.73722_Frame-2,HrpA,370,904,6.12789e-166,518.028,C,COG1643
Cluster-70816.73722_Frame-2,OB_NTP_bind,1019,1126,2.48781e-12,63.4548,-,pfam07717
Cluster-70816.130599_Frame+2,AdoMet_MTases,91,250,3.34075e-11,61.9709,N,cl17173
Cluster-1272.0_Frame-3,Motor_domain,2,53,8.76328e-27,100.546,NC,cl22853
Cluster-70816.133551_Frame+3,PLN02521,42,203,4.07662e-47,161.029,N,PLN02521
Cluster-70816.120200_!WTR_Frame+3,7tm_GPCRs,8,75,7.77004e-12,59.16,NC,cl28897
Cluster-70816.128898_!WTR_Frame-1,KAP95,8,42,0.00804748,31.4475,N,COG5215
Cluster-70816.128893_Frame-1,CBF_beta,40,191,4.37011e-85,248.413,-,pfam02312
Cluster-70816.115612_Frame+3,MBOAT,16,199,3.11044e-57,186.901,N,cl00738
Cluster-70816.149596_Frame+2,zf-H2C2_2,8,33,5.6337e-06,42.3401,-,pfam13465
Cluster-70816.149596_Frame+2,zf-H2C2_2,36,61,9.19467e-06,41.5697,-,pfam13465
Cluster-70816.149596_Frame+2,zf-H2C2_2,92,115,0.000869894,36.1769,-,pfam13465
Cluster-70816.149596_Frame+2,zf-H2C2_2,64,89,0.00596237,33.8657,-,pfam13465
Cluster-70816.129288_Frame-2,GST_N_Sigma_like,4,74,2.93542e-30,106.479,-,cd03039
Cluster-70816.129288_Frame-2,GstA,18,217,7.02909e-15,70.2238,-,COG0625
Cluster-70816.11824_Frame+2,M20_dipept_like_CNDP,7,473,0,974.772,-,cd05676
Cluster-70816.120586_Frame+2,BAAT_C,257,462,1.80255e-65,209.835,-,pfam08840
Cluster-70816.120586_Frame+2,Bile_Hydr_Trans,59,190,8.41518e-47,158.099,-,pfam04775
