contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.82520_Frame+3,Ig,46,143,5.64857e-34,125.348,-,cl11960
Cluster-70816.82520_Frame+3,Ig,153,238,7.23215e-26,101.703,-,cl11960
Cluster-70816.82520_Frame+3,Ig,259,327,5.74795e-22,90.1585,-,cl11960
Cluster-70816.82520_Frame+3,I-set,443,529,3.24904e-16,74.5919,-,pfam07679
Cluster-70816.82520_Frame+3,FN3,549,634,1.12485e-14,70.2179,-,cd00063
Cluster-70816.82520_Frame+3,FN3,787,875,3.40207e-08,51.7283,-,cd00063
Cluster-70816.82520_Frame+3,I-set,331,434,1.34296e-07,49.9392,-,pfam07679
Cluster-70816.83690_Frame-2,CysJ,8,598,2.03816e-141,422.597,-,COG0369
Cluster-70816.124925_Frame-2,Homeobox_KN,135,174,2.45176e-19,80.2615,-,pfam05920
Cluster-70816.124925_Frame-2,PHA01929,334,409,0.00387976,38.8829,C,PHA01929
Cluster-70816.103465_Frame-2,PTPc-N22_18_12,93,299,4.65821e-119,373.297,-,cd14542
Cluster-70816.14530_Frame-1,Peptidase_C50,147,255,2.56149e-06,47.9248,C,pfam03568
Cluster-17025.0_Frame-2,DUF2126,3,54,0.00710695,32.2657,NC,cl19857
Cluster-70816.100776_Frame-3,CBM_14,45,90,3.12252e-07,47.0198,-,pfam01607
Cluster-70816.100776_Frame-3,ChtBD2,180,222,1.67576e-05,42.0458,-,smart00494
Cluster-70816.100776_Frame-3,ChtBD2,476,517,5.34465e-05,40.505,-,smart00494
Cluster-70816.100777_Frame+3,ER_PDI_fam,28,471,1.02256e-173,496.504,-,TIGR01130
Cluster-70816.100772_!WTR_Frame-2,Troponin,59,177,1.14083e-32,117.646,-,pfam00992
Cluster-70816.100778_Frame+1,RT_nLTR_like,552,814,1.88484e-59,202.521,-,cd01650
Cluster-70816.100778_Frame+1,L1-EN,20,263,3.19628e-31,122.46,-,cd09076
Cluster-1033.0_Frame-3,PLN02958,1,289,2.7941e-46,162.338,N,PLN02958
Cluster-70816.91147_Frame+3,PHA03247,190,356,1.09831e-06,52.6333,N,PHA03247
Cluster-70816.91147_Frame+3,Med15,651,933,0.000142013,45.7696,C,pfam09606
Cluster-70816.118122_Frame-2,GDA1_CD39,67,471,2.71528e-72,234.628,-,pfam01150
Cluster-70816.118123_Frame-2,MARVEL,107,221,2.16599e-06,45.7601,N,pfam01284
Cluster-70816.118120_Frame+1,BTB_POZ_BAB-like,30,114,3.82545e-38,128.822,-,cd18315
Cluster-70816.118121_Frame+1,DM13,98,199,7.83558e-32,118.999,-,cl02735
Cluster-70816.118121_Frame+1,DM13,2,83,7.05425e-27,104.747,N,cl02735
Cluster-70816.118121_Frame+1,DOMON_DOH,217,364,3.56922e-25,101.04,-,cd09631
Cluster-70816.7374_Frame+2,BBS2_Mid,261,289,0.00280606,36.8422,N,pfam14783
Cluster-70816.7375_Frame+2,BBS2_Mid,261,289,0.00337218,37.6126,N,pfam14783
Cluster-70816.107206_Frame+3,BTB_POZ_BAB-like,31,114,1.94291e-34,123.429,-,cd18315
Cluster-70816.107206_Frame+3,PHA03247,177,356,0.0021467,40.6921,N,PHA03247
Cluster-70816.107201_Frame+1,Thymosin,173,204,1.37135e-08,48.856,-,pfam01290
Cluster-70816.107201_Frame+1,Thymosin,9,52,2.03362e-06,43.078,-,pfam01290
Cluster-70816.107201_Frame+1,Thymosin,91,128,4.34998e-06,41.9224,-,pfam01290
Cluster-70816.107201_Frame+1,Thymosin,135,166,3.17898e-05,39.6112,-,pfam01290
Cluster-70816.107200_Frame+1,Thymosin,53,90,6.06798e-08,46.1596,-,pfam01290
Cluster-70816.107200_Frame+1,Thymosin,9,52,2.55548e-07,44.2336,-,pfam01290
Cluster-70816.107200_Frame+1,Thymosin,97,120,0.000289368,36.1444,C,pfam01290
Cluster-70816.30078_Frame+3,ABC_ATPase,33,150,3.9448e-32,113.077,N,cl25403
Cluster-70816.30076_Frame-1,CUE_ASCC2,97,136,2.10347e-17,75.4725,-,cd14364
