contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-8058.0_Frame-1,S10_plectin,3,97,6.97836e-70,205.818,-,pfam03501
Cluster-8058.1_Frame-2,S10_plectin,1,77,8.59958e-57,171.92,-,pfam03501
Cluster-70816.96740_Frame+2,Adaptin_N,46,594,2.18616e-158,473.647,-,pfam01602
Cluster-70816.96740_Frame+2,Alpha_adaptinC2,775,878,6.26731e-32,119.655,-,smart00809
Cluster-70816.154892_Frame+1,Cas1_AcylT,52,464,0,626.999,-,pfam07779
Cluster-70816.154890_Frame-1,Collagen,154,194,8.70905e-06,42.8614,-,pfam01391
Cluster-70816.102430_!WTR_Frame-3,Thioredoxin_like,69,129,2.89948e-12,61.034,NC,cl00388
Cluster-70816.49278_Frame+3,TCR,692,727,1.25449e-20,84.9379,-,pfam03638
Cluster-70816.49278_Frame+3,TCR,619,640,2.11964e-11,58.7443,C,pfam03638
Cluster-70816.49271_Frame-1,UAA,9,269,8.59658e-86,258.372,-,pfam08449
Cluster-70816.49276_Frame+3,TCR,687,722,1.52292e-20,84.9379,-,pfam03638
Cluster-70816.49276_Frame+3,TCR,614,635,2.50047e-11,58.7443,C,pfam03638
Cluster-70816.49277_Frame+3,TCR,687,722,1.33513e-20,84.9379,-,pfam03638
Cluster-70816.49277_Frame+3,TCR,614,635,2.23441e-11,58.7443,C,pfam03638
Cluster-70816.49275_Frame-1,Choline_transpo,213,515,5.38313e-114,343.014,-,pfam04515
Cluster-70816.25472_Frame-2,PRK10856,44,109,0.00311379,37.6984,NC,PRK10856
Cluster-70816.25471_Frame-2,PRK10856,44,121,9.5532e-05,42.706,NC,PRK10856
Cluster-70816.25477_Frame+1,BTB_POZ_BAB-like,30,94,9.57948e-25,88.3756,C,cd18315
Cluster-70816.25478_Frame-1,Mcm2,145,823,3.6991e-167,501.491,-,COG1241
Cluster-70816.41440_Frame-2,PRK15370,17,149,5.184e-11,61.2514,NC,PRK15370
Cluster-70816.41440_Frame-2,PCC,137,200,8.62192e-09,55.0883,C,TIGR00864
Cluster-70816.161945_Frame-2,NK,1,78,3.94373e-46,146.931,N,cl17190
Cluster-27631.0_Frame+2,RT_like,1,38,0.000184881,35.7298,NC,cl02808
Cluster-70816.77487_Frame+1,COG5048,8,88,2.0035e-05,41.2198,N,COG5048
Cluster-70816.77489_Frame+3,3a01203,41,545,1.56385e-169,495.038,C,TIGR00954
Cluster-70816.154570_Frame-1,mRING-HC-C3HC3D_Roquin,11,54,7.14292e-24,85.4755,-,cd16638
Cluster-70816.154570_Frame-1,GT1,60,99,6.42759e-05,38.1087,N,cl23759
Cluster-12094.1_Frame+1,Thioredoxin_like,1,39,2.88826e-18,70.008,NC,cl00388
Cluster-70816.115741_Frame-2,Herpes_BLLF1,14,215,0.000222553,42.596,NC,pfam05109
Cluster-70816.115743_Frame-3,PIN_Fcf1-Utp23-H,19,152,4.16095e-65,198.177,-,cd09866
Cluster-70816.115747_Frame-3,PTPc,28,272,7.96592e-88,262.21,-,smart00194
Cluster-70816.115749_Frame-3,PTPc,28,285,4.05054e-94,279.544,-,smart00194
Cluster-70816.93043_!WTR_Frame-1,2oxo_dh_E1,33,104,0.000570567,37.5417,NC,TIGR00239
Cluster-70816.93040_Frame-2,FRQ1,36,209,1.20562e-18,79.2753,-,COG5126
Cluster-70816.93046_Frame+3,UBP12,186,800,1.67704e-80,284.083,N,COG5560
Cluster-70816.93046_Frame+3,MSCRAMM_SdrC,1266,1422,0.000152989,46.3594,N,NF000535
Cluster-70816.93046_Frame+3,Aim21,850,1021,0.000352257,44.9629,NC,pfam11489
Cluster-70816.93045_Frame+3,Snf7,21,156,1.50139e-39,133.528,-,pfam03357
Cluster-70816.116212_Frame-1,OATP,91,682,0,530.591,-,pfam03137
Cluster-70816.116213_Frame-3,OATP,95,686,0,531.361,-,pfam03137
Cluster-70816.116211_Frame-3,M3A_TOP,1,335,0,567.911,N,cd06455
Cluster-55266.0_Frame-1,RT_like,55,81,0.000308725,36.8854,C,cl02808
Cluster-70816.116214_Frame-3,OATP,91,682,0,530.591,-,pfam03137
Cluster-70816.98546_Frame+1,AF-4,1282,1343,4.00514e-10,64.3532,N,pfam05110
Cluster-70816.98546_Frame+1,PTZ00108,724,950,0.00116996,43.4964,N,PTZ00108
Cluster-70816.98544_Frame+1,GST_N_4,72,160,1.07847e-23,90.3417,-,pfam17172
Cluster-70816.98542_!WTR_Frame+1,Cyt_c_Oxidase_Va,37,140,3.3159e-63,188.677,-,cd00923
Cluster-70816.98540_Frame-3,MADS,1,50,1.03559e-20,85.2965,N,cl00109
Cluster-70816.98540_Frame-3,HJURP_C,71,132,1.83312e-07,47.3001,-,pfam12347
