contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.122460_!WTR_Frame+2,kgd,3,72,0.00404681,34.0958,C,PRK12270
Cluster-70816.122467_Frame-3,Alc,19,123,1.73576e-44,147.08,N,cl27253
Cluster-70816.122464_Frame-1,LamG,139,316,4.53499e-21,88.244,-,cd00110
Cluster-70816.122464_Frame-1,EGF_CA,104,136,0.00276506,34.9198,-,cd00054
Cluster-70816.122469_Frame-1,Alc,19,214,2.45229e-89,267.263,C,cl27253
Cluster-70816.97180_Frame-2,PTZ00399,2,521,0,616.656,C,PTZ00399
Cluster-13990.0_Frame+3,RtcB,1,57,3.57898e-22,87.5638,NC,pfam01139
Cluster-13990.1_Frame+2,RtcB,1,101,1.08813e-40,138.025,N,pfam01139
Cluster-70816.127204_Frame+3,Motile_Sperm,18,124,1.80381e-12,59.6914,-,pfam00635
Cluster-70816.52247_Frame-3,Galactosyl_T,200,410,8.11451e-44,152.095,-,cl21608
Cluster-70816.140963_Frame+1,PHA03247,5,214,0.000678484,40.3069,N,PHA03247
Cluster-70816.69076_Frame-3,Ion_trans_2,141,194,2.0943e-15,70.3566,N,pfam07885
Cluster-70816.69076_Frame-3,Ion_trans_2,262,344,1.18151e-12,62.6526,-,pfam07885
Cluster-70816.69075_Frame-2,Ion_trans_2,99,181,4.41998e-12,59.1858,-,pfam07885
Cluster-70816.69075_Frame-2,Ion_trans_2,1,31,0.000377225,37.6146,N,pfam07885
Cluster-70816.69073_Frame+1,Choline_transpo,295,639,1.97009e-79,255.574,-,pfam04515
Cluster-70816.69078_Frame-1,7tm_GPCRs,22,282,1.64997e-46,156.657,-,cl28897
Cluster-70816.109362_Frame-3,Sm_like,24,42,0.00143904,34.6137,C,cl00259
Cluster-70816.96144_!WTR_Frame+3,metallo-dependent_hydrolases,1,90,9.43628e-37,126.977,N,cl00281
Cluster-70816.96145_Frame+3,metallo-dependent_hydrolases,34,211,4.63849e-61,193.231,C,cl00281
Cluster-70816.96147_Frame+3,DUF3429,72,204,2.11837e-38,129.633,-,pfam11911
Cluster-70816.43955_Frame-3,WD40,58,358,7.56735e-12,67.7452,-,cl29593
Cluster-70816.43955_Frame-3,WD40,240,558,1.98694e-09,60.4264,-,cl29593
Cluster-70816.148005_Frame+2,PHA03095,56,195,2.26033e-08,53.4899,C,PHA03095
Cluster-70816.148005_Frame+2,Ank_2,1,72,2.84222e-05,41.6306,N,pfam12796
Cluster-70816.106543_Frame-2,LamG,53,246,1.39542e-28,113.221,-,cl22861
Cluster-70816.106543_Frame-2,Collagen,399,454,1.18809e-07,49.0246,-,pfam01391
Cluster-70816.106543_Frame-2,Collagen,504,555,4.27934e-05,41.7058,-,pfam01391
Cluster-70816.106542_Frame-2,LamG,53,246,5.92614e-29,114.377,-,cl22861
Cluster-70816.106542_Frame-2,Collagen,399,454,5.96925e-07,47.0986,-,pfam01391
Cluster-70816.106542_Frame-2,Collagen,504,555,0.000179132,40.165,-,pfam01391
Cluster-70816.106541_Frame-2,LamG,53,246,1.39542e-28,113.221,-,cl22861
Cluster-70816.106541_Frame-2,Collagen,399,454,1.18809e-07,49.0246,-,pfam01391
Cluster-70816.106541_Frame-2,Collagen,504,555,4.27934e-05,41.7058,-,pfam01391
Cluster-70816.106540_Frame+1,PTZ00368,56,183,1.29961e-30,109.896,-,PTZ00368
Cluster-70816.106540_Frame+1,AIR1,166,221,3.14909e-09,54.4715,NC,COG5082
Cluster-70816.106545_Frame+1,NBD_sugar-kinase_HSP70_actin,15,516,0,917.121,-,cl17037
Cluster-70816.106544_Frame+3,ATG16,1156,1227,0.000704699,42.2428,NC,pfam08614
Cluster-70816.106544_Frame+3,rne,112,197,0.00155737,42.7193,NC,PRK10811
Cluster-70816.55972_Frame+1,CBM_14,109,162,4.76939e-10,53.9534,-,pfam01607
Cluster-6036.0_Frame-2,ATP-synt_E,2,35,6.05805e-12,54.8004,C,pfam05680
