contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-33081.0_Frame+2,COG5048,83,165,0.00167901,37.753,C,COG5048
Cluster-70816.84176_Frame-2,ALG3,2,246,7.20841e-109,318.632,N,pfam05208
Cluster-70816.84174_Frame-2,ALG3,47,377,3.73449e-161,455.378,-,pfam05208
Cluster-70816.84175_Frame-2,ALG3,47,289,7.91053e-135,385.656,C,pfam05208
Cluster-70816.84172_Frame-2,rad3,10,737,3.81658e-155,466.887,-,TIGR00604
Cluster-70816.84170_Frame-2,Rab5ip,30,106,2.30343e-18,72.9127,-,pfam07019
Cluster-70816.84171_!WTR_Frame-1,Chitin_bind_4,37,85,3.66186e-08,45.7099,-,pfam00379
Cluster-70816.103732_Frame+1,PHA03307,67,189,0.0097652,36.3025,C,PHA03307
Cluster-70816.113125_Frame-2,DOPA_deC_like,125,527,1.04044e-113,340.335,-,cd06450
Cluster-70816.6395_Frame-2,Ribosomal_L1,2,217,1.99634e-116,330.162,-,cl00322
Cluster-70816.43585_Frame+3,Snurportin-1_C,94,279,8.04978e-87,257.181,-,cd09232
Cluster-70816.43585_Frame+3,Snurportin1,24,62,1.12206e-10,55.3556,-,pfam11538
Cluster-70816.79719_Frame-1,mutl,3,332,1.94442e-56,199.019,-,TIGR00585
Cluster-70816.79719_Frame-1,MutL,1616,1825,1.25237e-20,98.5654,N,COG0323
Cluster-70816.79714_!WTR_Frame-1,COG5048,8,56,0.000303644,36.5974,C,COG5048
Cluster-70816.79715_Frame-1,Nse4_C,245,330,8.32218e-31,111.821,-,pfam08743
Cluster-70816.79713_Frame+3,COG5048,64,211,1.32064e-05,45.0718,N,COG5048
Cluster-70816.79710_Frame+2,COG5048,32,95,1.80589e-05,42.7606,C,COG5048
Cluster-70816.79710_Frame+2,zf-H2C2_2,104,128,0.000531677,35.4065,-,pfam13465
Cluster-70816.145466_!WTR_Frame+3,LRR,2,166,6.16603e-16,74.6193,N,COG4886
Cluster-70816.87883_Frame+2,Ion_trans,1208,1459,2.50818e-60,207.13,-,pfam00520
Cluster-70816.87883_Frame+2,Ion_trans,883,1164,5.0193e-56,194.804,-,pfam00520
Cluster-70816.87883_Frame+2,Ion_trans,139,426,6.26681e-56,194.804,-,pfam00520
Cluster-70816.87883_Frame+2,Ion_trans,547,783,1.87207e-54,190.567,-,pfam00520
Cluster-70816.87883_Frame+2,GPHH,1460,1530,2.20576e-41,146.602,-,pfam16905
Cluster-70816.87883_Frame+2,Ca_chan_IQ,1532,1606,6.11178e-34,125.353,-,pfam08763
Cluster-70816.87883_Frame+2,PHA03247,1738,2006,2.03374e-14,79.5972,N,PHA03247
Cluster-70816.87887_Frame+2,Annexin,94,159,1.36566e-25,92.5351,-,pfam00191
Cluster-70816.87887_Frame+2,Annexin,22,84,1.24616e-14,64.4155,-,pfam00191
Cluster-70816.87885_Frame-1,SPRY_SOCS1-2-4,241,415,1.85237e-138,394.3,-,cd12906
Cluster-70816.87885_Frame-1,SOCS,420,454,8.14463e-15,68.0974,-,cl02533
Cluster-70816.87889_Frame-1,ARM,387,428,2.10768e-07,47.0389,-,smart00185
Cluster-70816.87889_Frame-1,Arm,343,382,2.82879e-07,47.0527,-,pfam00514
Cluster-70816.78040_Frame+1,RNase_PH,2,59,8.05253e-12,57.567,N,cl03114
Cluster-1261.0_Frame+3,Ribosomal_L37ae,4,88,4.74563e-48,147.294,-,pfam01780
Cluster-70816.82102_Frame+1,UMP_CMP_kin_fam,21,205,2.08411e-105,300.827,-,TIGR01359
Cluster-23524.1_Frame+1,PHD_SF,1,34,5.62649e-19,74.7269,N,cl22851
Cluster-23524.3_Frame+2,JmjC,69,169,1.70178e-20,86.5903,-,pfam02373
Cluster-70816.2802_Frame+2,Pilus_CpaD,25,56,0.0032179,33.0836,N,pfam09476
Cluster-70816.2809_Frame+1,Caldesmon,125,164,0.00047566,40.6224,C,pfam02029
Cluster-70816.2809_Frame+1,nt_trans,65,174,0.00566966,37.9954,N,cl00015
Cluster-12700.0_Frame+2,SPASM,15,53,4.04261e-06,39.3333,C,pfam13186
Cluster-70816.114322_Frame+2,SMC_prok_B,254,505,4.07024e-14,75.8634,C,TIGR02168
Cluster-70816.114328_Frame+1,RhoGEF,367,540,1.83241e-21,91.9756,-,cd00160
Cluster-70816.124423_Frame+2,PHA03307,279,406,5.14332e-05,46.3177,NC,PHA03307
Cluster-14071.1_Frame+1,NADB_Rossmann,1,69,2.28813e-40,136.012,NC,cl21454
Cluster-14071.0_!WTR_Frame+3,NADB_Rossmann,1,110,1.35378e-70,216.518,NC,cl21454
Cluster-70816.117156_Frame-3,ePHD_KMT2A_like,2437,2541,7.40271e-59,198.398,-,cd15664
Cluster-70816.117156_Frame-3,PHD3_KMT2A_like,1787,1843,1.95208e-29,112.539,-,cd15508
Cluster-70816.117156_Frame-3,FYRN,2584,2630,1.31238e-16,75.9904,-,pfam05964
Cluster-70816.117156_Frame-3,PHD1_KMT2A_like,1638,1685,2.52333e-12,63.5325,-,cd15506
Cluster-70816.117156_Frame-3,zf-CXXC,1458,1504,2.54555e-09,55.0448,-,pfam02008
Cluster-70816.117156_Frame-3,PHD_SF,1688,1735,3.37561e-08,52.2471,-,cl22851
Cluster-70816.117156_Frame-3,MBD,681,725,4.53444e-08,52.7601,C,cl00110
Cluster-70816.117156_Frame-3,Bromodomain,2310,2367,1.44691e-05,46.2114,N,cd04369
Cluster-70816.117156_Frame-3,MBD,602,647,0.000104612,42.6966,-,cl00110
Cluster-70816.117156_Frame-3,PAP1,2938,3111,0.00043005,45.5952,C,pfam08601
Cluster-70816.117156_Frame-3,MBD,1191,1250,0.00188557,39.6633,-,cl00110
Cluster-5349.0_Frame-1,DUF3700,2,80,3.44747e-24,90.0816,C,pfam12481
Cluster-89198.0_Frame+2,PRK08308,4,47,0.00866217,31.5454,NC,PRK08308
Cluster-70816.150263_!WTR_Frame+3,ACR,267,407,1.58278e-32,120.928,-,smart00608
Cluster-70816.150263_!WTR_Frame+3,Disintegrin,187,261,2.49286e-29,109.984,-,pfam00200
Cluster-70816.150263_!WTR_Frame+3,ZnMc,51,151,4.03559e-20,88.0561,N,cl00064
Cluster-70816.127018_Frame+1,Adaptin_N,71,478,5.54554e-42,156.628,C,pfam01602
Cluster-7880.0_!WTR_Frame+3,Cyt_c_Oxidase_Vb,1,58,9.03044e-19,71.9463,C,cl00016
Cluster-70816.57700_Frame+1,MDN1,308,495,0.000554016,42.6787,N,COG5271
Cluster-70816.127014_Frame-3,TFIIA_alpha_beta_like,8,59,1.68584e-21,79.4907,C,cd07976
Cluster-70816.98948_Frame+1,HLH,49,102,1.21711e-16,73.3413,-,pfam00010
Cluster-70816.109418_Frame-3,Cadherin_repeat,54,150,2.43166e-31,113.562,-,cd11304
Cluster-70816.109418_Frame-3,Cadherin_repeat,267,342,1.53524e-25,98.1545,C,cd11304
Cluster-70816.109418_Frame-3,Cadherin_repeat,158,259,1.25936e-21,87.7541,-,cd11304
Cluster-70816.109418_Frame-3,Cadherin_repeat,2,46,6.85354e-10,55.3974,N,cd11304
Cluster-70816.113139_Frame+3,RRM2_TIA1_like,219,293,3.58346e-49,163.313,-,cd12353
Cluster-70816.113139_Frame+3,RRM3_TIA1_like,325,397,1.94796e-42,145.456,-,cd12354
Cluster-70816.113139_Frame+3,RRM1_TIA1_like,132,203,4.34833e-34,122.796,-,cd12352
Cluster-70816.113139_Frame+3,ELAV_HUD_SF,234,506,2.17429e-20,92.3108,C,TIGR01661
Cluster-70816.98266_Frame-2,Stathmin,54,187,1.13391e-24,97.7714,-,pfam00836
Cluster-70816.98266_Frame-2,PRK12704,238,373,7.02298e-05,44.769,C,PRK12704
Cluster-70816.98263_Frame+3,PRK10767,2920,3059,3.5953e-31,127.953,C,PRK10767
Cluster-70816.98263_Frame+3,TPR,2616,2919,4.31305e-21,96.4537,-,COG0457
