contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-104492.0_!WTR_Frame-2,PRK06922,11,47,0.00153239,33.6901,NC,PRK06922
Cluster-70816.33009_Frame-3,Med18,54,135,1.99531e-08,50.9043,C,pfam09637
Cluster-70816.99371_Frame+3,ER_PDI_fam,28,449,3.43206e-167,478.785,-,TIGR01130
Cluster-70816.53832_Frame+3,ANAPC3,30,110,3.35561e-19,81.9309,-,pfam12895
Cluster-70816.53832_Frame+3,PEP_TPR_lipo,141,518,5.44286e-11,65.49,NC,TIGR02917
Cluster-1307.0_Frame-2,KOW_RPL27,6,63,1.72158e-30,101.491,C,cd06090
Cluster-1307.1_Frame-1,Ribosomal_L27e,1,80,1.06092e-36,118.033,-,pfam01777
Cluster-70816.87797_Frame-1,RNA_pol_N,1,59,4.34452e-39,122.591,-,pfam01194
Cluster-70816.87796_Frame-1,RNA_pol_N,1,59,4.34452e-39,122.591,-,pfam01194
Cluster-70816.87791_Frame-2,Utp12,438,538,1.40842e-13,66.7911,-,pfam04003
Cluster-70816.87791_Frame-2,WD40,7,254,2.57795e-08,55.4188,-,cl29593
Cluster-70816.13301_!WTR_Frame-2,SH2,88,183,3.16551e-63,192.032,-,cl15255
Cluster-70816.13301_!WTR_Frame-2,PH-like,1,42,4.2489e-16,71.594,N,cl17171
Cluster-5449.0_!WTR_Frame-1,Syndecan,1,35,5.56152e-15,60.3729,N,pfam01034
Cluster-70816.41092_Frame-3,PKc_like,982,1276,9.16048e-94,303.509,-,cl21453
Cluster-70816.41092_Frame-3,Mad3_BUB1_I,44,169,7.71992e-52,177.67,-,pfam08311
Cluster-70816.41093_Frame+1,COG5048,84,275,0.000837347,40.8346,N,COG5048
Cluster-70816.41099_Frame+1,CLECT,22,157,1.2987e-22,86.9749,-,cl02432
Cluster-70816.158967_Frame+1,DUF563,250,494,9.29581e-12,64.6919,-,pfam04577
Cluster-70816.125259_Frame+2,SMC_prok_B,35,191,3.14687e-06,51.9811,NC,TIGR02168
Cluster-70816.125259_Frame+2,PHA03247,1111,1303,4.94976e-06,51.4777,N,PHA03247
Cluster-70816.114306_Frame-1,Pex2_Pex12,18,174,8.29407e-26,97.4235,C,pfam04757
Cluster-70816.42548_Frame-3,V-SNARE,12,88,7.92332e-15,65.6904,-,pfam05008
Cluster-70816.42548_Frame-3,SNARE,127,171,1.00246e-13,62.3156,C,cl22856
Cluster-70816.160240_Frame-3,GalK,7,370,9.99664e-131,379.727,-,COG0153
Cluster-70816.141344_Frame-1,Tmpp129,15,366,1.10389e-145,415.879,-,pfam10272
Cluster-70816.37650_Frame-1,Cyclin_N,3,122,1.03335e-05,42.5021,-,pfam00134
