contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.71824_Frame-1,PTKc,949,1161,9.49835e-97,308.699,C,cd00192
Cluster-70816.71824_Frame-1,PBP1_GABAb_receptor,439,846,2.17045e-65,225.219,-,cd06366
Cluster-70816.71820_Frame+1,Rab14,10,175,4.04009e-125,349.135,-,cd04122
Cluster-70816.71821_Frame-3,PTKc,949,1209,2.99225e-117,366.864,-,cd00192
Cluster-70816.71821_Frame-3,PBP1_GABAb_receptor,439,846,1.15707e-65,226.374,-,cd06366
Cluster-70816.71823_Frame-1,PTKc,949,1209,2.99225e-117,366.864,-,cd00192
Cluster-70816.71823_Frame-1,PBP1_GABAb_receptor,439,846,1.15707e-65,226.374,-,cd06366
Cluster-70816.37486_Frame-2,CASc,21,247,5.79095e-45,150.829,-,cl00042
Cluster-70816.1697_Frame+2,Periplasmic_Binding_Protein_Type_2,8,181,9.2199e-16,75.8817,NC,cl21456
Cluster-70816.95177_Frame-1,Ufd2P_core,378,1008,0,630.759,-,pfam10408
Cluster-70816.95177_Frame-1,RING-Ubox_UBE4B,1021,1094,2.51454e-39,140.127,-,cd16658
Cluster-70816.63417_Frame-2,COG5048,468,626,2.89931e-07,53.5462,N,COG5048
Cluster-70816.63417_Frame-2,PHA03247,73,423,0.000149214,45.3145,N,PHA03247
Cluster-70816.63410_Frame+1,MhpC,710,958,5.52763e-24,102.784,-,COG0596
Cluster-70816.63411_Frame-3,C2C_MCTP_PRT,551,671,1.1667e-72,234.501,-,cd08377
Cluster-70816.63411_Frame-3,C2A_MCTP_PRT,244,364,2.57272e-63,209.055,-,cd04042
Cluster-70816.63411_Frame-3,C2B_MCTP_PRT,396,511,2.39572e-62,206.338,-,cd08376
Cluster-70816.99052_Frame+3,vigilin_like_KH,595,655,1.04766e-20,86.4116,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,1061,1120,6.249e-18,78.7076,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,1132,1192,7.20899e-16,72.9297,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,740,802,1.30697e-15,72.1593,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,666,725,1.80328e-15,71.7741,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,978,1039,7.42004e-15,69.8481,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,167,225,1.37206e-14,69.0777,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,450,509,2.41646e-14,68.3073,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,520,582,3.05422e-14,68.3073,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,813,875,1.60826e-12,63.2997,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,309,369,1.15711e-11,60.9885,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,380,437,6.7862e-11,58.6773,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,237,294,8.75006e-11,58.2921,-,cd02394
Cluster-70816.99052_Frame+3,vigilin_like_KH,887,972,1.68459e-10,57.5217,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,595,655,1.04766e-20,86.4116,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,1061,1120,6.249e-18,78.7076,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,1132,1192,7.20899e-16,72.9297,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,740,802,1.30697e-15,72.1593,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,666,725,1.80328e-15,71.7741,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,978,1039,7.42004e-15,69.8481,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,167,225,1.37206e-14,69.0777,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,450,509,2.41646e-14,68.3073,-,cd02394
Cluster-70816.99051_Frame+2,vigilin_like_KH,520,582,3.05422e-14,68.3073,-,cd02394
