contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.78186_Frame-2,RRM1_RBM12_like,16,89,1.50194e-43,137.008,-,cd12510
Cluster-70816.145630_Frame+3,ANAPC4_WD40,139,201,3.32104e-05,42.2654,C,pfam12894
Cluster-70816.76383_Frame+3,BTB_POZ_BAB-like,221,305,1.29659e-30,113.799,-,cd18315
Cluster-70816.76383_Frame+3,FAR1,38,119,3.89728e-05,42.3233,-,pfam03101
Cluster-70816.131090_Frame+2,PRK10673,11,263,1.25049e-45,153.732,-,PRK10673
Cluster-13569.0_Frame+1,ECF_trnsprt,1,61,1.00471e-05,41.694,N,cl21488
Cluster-70816.155016_Frame-2,COG4049,6,36,0.00393207,30.7452,C,COG4049
Cluster-70816.63496_Frame+3,cupin_like,3,88,6.06213e-15,66.9957,C,cl21464
Cluster-70816.63490_Frame+1,SOX-TCF_HMG-box,1,67,6.67061e-37,126.644,-,cd01388
Cluster-70816.94183_Frame+2,Ig,28,91,7.29444e-11,58.2279,-,cl11960
Cluster-70816.94183_Frame+2,IGc2,123,188,7.21819e-10,54.7203,-,smart00408
Cluster-70816.94183_Frame+2,FN3,317,390,0.00030859,39.7871,-,cd00063
Cluster-70816.94184_Frame+2,Ig,28,91,1.29916e-10,57.8427,-,cl11960
Cluster-70816.94184_Frame+2,IGc2,123,188,9.61451e-10,54.7203,-,smart00408
Cluster-70816.94184_Frame+2,FN3,317,390,0.000510648,39.4019,-,cd00063
Cluster-70816.94185_Frame+2,Ig,28,91,7.29444e-11,58.2279,-,cl11960
Cluster-70816.94185_Frame+2,IGc2,123,188,7.21819e-10,54.7203,-,smart00408
Cluster-70816.94185_Frame+2,FN3,317,390,0.00030859,39.7871,-,cd00063
Cluster-70816.66514_Frame-3,PKc_like,1,156,2.15501e-116,334.722,N,cl21453
Cluster-70816.66515_Frame+2,DUF3543,392,535,6.35822e-17,80.3634,N,pfam12063
Cluster-70816.122431_Frame-3,COG5236,617,792,0.00129583,42.3151,C,COG5236
Cluster-70816.122430_Frame-1,SET,61,176,1.60494e-15,73.1375,-,smart00317
Cluster-70816.122430_Frame-1,PHA03247,349,600,1.3385e-07,54.9445,N,PHA03247
Cluster-70816.131530_Frame+3,PTZ00169,11,300,1.98718e-152,428.418,-,PTZ00169
Cluster-70816.52217_Frame-1,Ig,147,202,1.55663e-12,62.2596,-,cd00096
Cluster-70816.52217_Frame-1,Ig,243,306,2.02484e-10,56.4816,-,cd00096
Cluster-70816.52217_Frame-1,FN3,325,410,9.61538e-07,46.7207,-,cd00063
Cluster-70816.52217_Frame-1,IG,57,125,4.4739e-05,41.7221,N,smart00409
Cluster-70816.52218_Frame+1,Methyltransf_31,60,190,9.29256e-14,65.9082,-,pfam13847
Cluster-70816.44062_Frame-3,PDZ,2,56,2.65678e-11,58.9296,N,smart00228
Cluster-70816.137770_Frame-2,cupin_like,1,36,1.47371e-12,58.9983,N,cl21464
