contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-4132.0_Frame+3,MRP-S32,46,113,4.45756e-31,105.463,C,pfam10210
Cluster-70816.157950_Frame+2,Ribosomal_S19e,5,141,7.69558e-83,239.242,-,pfam01090
Cluster-70816.157954_Frame+2,Ribosomal_P2,1,115,8.8928e-38,123.142,-,cd05833
Cluster-12315.0_Frame+1,Ig,1,32,2.07957e-13,61.6421,N,cl11960
Cluster-12276.0_!WTR_Frame+1,bcl-2,5,192,3.06603e-77,230.089,-,TIGR00865
Cluster-12276.1_Frame+2,bcl-2,1,73,1.16706e-21,82.9429,NC,TIGR00865
Cluster-70816.83316_Frame-2,DUF1279,2,60,6.56104e-16,68.8182,N,pfam06916
Cluster-70816.83313_Frame+3,MYSc_Myo7,102,746,0,1370.41,-,cd01381
Cluster-70816.83313_Frame+3,FERM1_F1_Myosin-VII,1269,1367,6.76135e-65,214.811,-,cd17092
Cluster-70816.83313_Frame+3,FERM2_F1_Myosin-VII,1876,1973,7.36365e-63,209.016,-,cd17093
Cluster-70816.83313_Frame+3,MyTH4,1723,1870,3.59782e-60,203.361,-,smart00139
Cluster-70816.83313_Frame+3,FERM_C1_MyoVII,1481,1579,7.50799e-57,191.659,-,cd13198
Cluster-70816.83313_Frame+3,MyTH4,1158,1265,7.23403e-48,168.308,N,smart00139
Cluster-70816.83313_Frame+3,B41,1271,1487,8.46319e-32,123.945,-,smart00295
Cluster-70816.83313_Frame+3,SH3,1580,1644,3.55254e-30,114.146,-,cl17036
Cluster-70816.83313_Frame+3,DUF5401,681,948,0.000793387,44.4332,NC,pfam17380
Cluster-70816.83311_Frame-2,BAR,21,256,1.58527e-25,102.555,-,cl12013
Cluster-70816.83310_Frame-3,BAR,21,256,8.67215e-26,104.095,-,cl12013
Cluster-70816.83310_Frame-3,SH3,329,383,1.55069e-11,58.7037,-,smart00326
Cluster-70816.83319_Frame-1,HAP1_N,13,38,3.23805e-12,58.8586,C,pfam04849
Cluster-70816.83318_Frame-1,HAP1_N,1,239,1.88337e-109,337.358,-,pfam04849
Cluster-70816.83318_Frame-1,Milton,321,465,1.37195e-14,72.3087,-,pfam12448
Cluster-70816.106803_Frame+2,Collagen,294,353,2.15344e-07,48.2542,-,pfam01391
Cluster-70816.106803_Frame+2,Collagen,487,534,0.000935714,37.8538,-,pfam01391
Cluster-70816.38701_!WTR_Frame-2,RT_like,14,50,0.00228779,33.8038,NC,cl02808
Cluster-70816.38706_Frame+3,7tmA_TACR,71,361,3.64e-146,417.081,-,cd15390
Cluster-70816.38707_Frame+1,7tm_GPCRs,1,189,3.08739e-83,249.519,N,cl28897
Cluster-70816.139009_Frame+3,Dnmt3b_related,924,1008,4.19932e-30,114.003,-,cd05835
Cluster-70816.139005_Frame+2,DHC_N2,419,768,4.26084e-158,463.996,-,pfam08393
Cluster-70816.139006_Frame+2,DHC_N2,329,678,4.19497e-155,453.21,-,pfam08393
Cluster-68881.1_Frame-1,PKc_like,1,45,0.00763979,31.5079,NC,cl21453
Cluster-70816.40960_Frame+1,LRR_9,37,133,5.42516e-11,60.9047,N,pfam14580
Cluster-9227.0_!WTR_Frame+2,Ptr,1,61,1.93781e-24,93.593,C,COG1025
Cluster-5790.1_Frame+2,cyclophilin,4,120,2.25608e-83,240.622,C,cl00197
Cluster-13966.0_Frame-1,P-loop_NTPase,1,145,2.20852e-108,305.352,C,cl21455
Cluster-70816.158814_Frame-3,Sulfotransfer_1,138,316,2.79156e-10,60.0434,C,pfam00685
Cluster-70816.41611_Frame-2,CBM_14,39,102,3.76818e-06,41.2418,-,pfam01607
Cluster-70816.41612_Frame-3,CBM_14,39,102,3.76818e-06,41.2418,-,pfam01607
Cluster-70816.41619_Frame+2,RT_like,1,44,0.00304532,32.263,C,cl02808
Cluster-70816.106308_!WTR_Frame+2,DUF971,31,111,1.01988e-11,56.034,-,pfam06155
Cluster-98630.0_Frame-3,PRK08633,15,77,0.00284154,34.8996,C,PRK08633
Cluster-4873.0_Frame-1,Proton_antipo_M,1,134,9.34029e-35,124.933,NC,cl29598
Cluster-70816.121997_Frame+3,MTABC_N,1,219,5.8451e-88,259.122,-,pfam16185
Cluster-70816.121996_Frame-2,SelP_N,123,165,0.00824466,37.0246,N,pfam04592
Cluster-70816.33843_Frame-1,Sod_Cu,74,104,0.000309686,37.5259,N,pfam00080
Cluster-70816.144373_Frame+3,trp,170,587,3.50119e-104,330.505,C,TIGR00870
Cluster-70816.113116_Frame+3,Cast,205,877,6.59444e-53,200.933,-,pfam10174
Cluster-70816.113116_Frame+3,Smc,586,1492,1.73635e-29,128.679,-,COG1196
Cluster-70816.113116_Frame+3,Smc,1293,2063,1.37023e-16,86.3067,-,COG1196
Cluster-70816.113117_Frame+1,Cast,1,457,6.00273e-26,115.804,N,pfam10174
Cluster-70816.113117_Frame+1,Smc,275,1072,1.49548e-25,115.582,-,COG1196
Cluster-70816.113117_Frame+1,SMC_prok_B,784,1614,7.11664e-14,77.4042,-,TIGR02168
Cluster-70816.113115_Frame-1,proteasome_alpha_type_1,6,216,4.48125e-139,390.113,-,cd03749
Cluster-70816.113119_Frame+3,Cast,205,886,1.69742e-50,193.229,-,pfam10174
Cluster-70816.113119_Frame+3,Smc,595,1501,1.48635e-29,129.064,-,COG1196
Cluster-70816.113119_Frame+3,Smc,1302,2072,1.19288e-16,86.6919,-,COG1196
Cluster-70816.93634_Frame+3,AdoMet_MTases,83,242,1.00849e-13,67.7424,-,cl17173
Cluster-70816.93637_Frame+3,Proteasom_PSMB,7,503,2.95648e-116,351.729,-,pfam10508
Cluster-70816.93636_Frame+1,PI4Kc_III_beta,813,1101,0,547.08,-,cd05168
Cluster-70816.93636_Frame+1,PI3Ka,342,414,0.000114021,43.3578,N,cl00271
Cluster-70816.62955_!WTR_Frame-3,AlkA,3,48,0.00344181,33.9495,N,COG0122
Cluster-70816.62952_Frame-1,HNOB,2,165,1.55741e-57,190.765,-,pfam07700
Cluster-70816.62952_Frame-1,HNOBA,206,436,9.00232e-54,182.369,-,pfam07701
Cluster-70816.62952_Frame-1,Nucleotidyl_cyc_III,447,621,6.48133e-48,165.876,-,cl11967
Cluster-70816.62953_Frame+2,P-loop_NTPase,52,150,0.000125781,43.8456,C,cl21455
Cluster-70816.130296_Frame+3,dnl1,77,597,2.20454e-126,390.523,-,TIGR00574
Cluster-70816.130296_Frame+3,BRCT_DNA_ligase_IV_rpt1,648,735,3.15705e-24,96.9851,-,cd17722
Cluster-70816.130296_Frame+3,BRCT,814,878,9.85179e-07,46.9178,-,cl00038
Cluster-70816.130296_Frame+3,DNA_ligase_IV,748,773,0.000186947,39.1729,N,pfam11411
Cluster-70816.122843_Frame+2,Spc97_Spc98,214,733,1.79279e-112,352.489,-,pfam04130
Cluster-70816.26128_Frame+1,Sulfotransfer_2,131,432,2.18585e-26,106.338,-,pfam03567
Cluster-70816.26127_Frame+2,Sulfotransfer_2,26,320,4.38622e-21,89.7749,-,pfam03567
Cluster-70816.26121_Frame-2,7tm_GPCRs,2,247,2.81454e-69,222.775,-,cl28897
Cluster-70816.26121_Frame-2,SH3,431,460,0.00748149,35.1924,NC,cl17036
Cluster-70816.84099_Frame-2,ChtBD2,41,89,4.65427e-07,43.5865,-,smart00494
Cluster-70816.114467_Frame+1,Ig,276,352,7.71502e-11,59.112,-,cl11960
Cluster-70816.114467_Frame+1,IG_like,367,449,2.50229e-10,57.9004,-,smart00410
Cluster-70816.114467_Frame+1,ig,163,233,3.58258e-08,51.7982,-,pfam00047
Cluster-70816.114467_Frame+1,V-set,31,147,9.58224e-08,51.3061,-,pfam07686
Cluster-70816.114467_Frame+1,FN3,558,646,1.07645e-06,47.8763,-,cd00063
Cluster-70816.114466_Frame+2,Ig,276,340,5.65789e-11,59.7274,N,cl11960
Cluster-70816.114466_Frame+2,IG_like,367,449,3.75261e-10,57.1301,-,smart00410
Cluster-70816.114466_Frame+2,ig,163,233,4.77943e-08,51.0278,-,pfam00047
Cluster-70816.114466_Frame+2,V-set,31,147,9.96943e-08,50.9209,-,pfam07686
Cluster-70816.114466_Frame+2,FN3,558,646,9.99373e-07,47.4911,-,cd00063
Cluster-70816.114464_Frame+3,Ig,276,352,7.71502e-11,59.112,-,cl11960
Cluster-70816.114464_Frame+3,IG_like,367,449,2.50229e-10,57.9004,-,smart00410
Cluster-70816.114464_Frame+3,ig,163,233,3.58258e-08,51.7982,-,pfam00047
Cluster-70816.114464_Frame+3,V-set,31,147,9.58224e-08,51.3061,-,pfam07686
Cluster-70816.114464_Frame+3,FN3,558,646,1.07645e-06,47.8763,-,cd00063
Cluster-28835.0_Frame+1,Lig_chan,9,76,1.29164e-06,44.9724,C,pfam00060
Cluster-70816.143194_Frame-1,IG,43,136,1.30122e-08,50.9669,-,smart00409
Cluster-70816.143194_Frame-1,IG_like,167,242,2.15912e-07,47.5001,-,smart00410
Cluster-70816.6543_Frame+2,MBD_C,121,211,8.82157e-45,144.676,-,pfam14048
Cluster-70816.6543_Frame+2,MBDa,51,116,4.26576e-30,106.234,-,pfam16564
Cluster-70816.6543_Frame+2,MBD,5,47,8.79319e-12,58.9233,N,cl00110
Cluster-70816.67476_Frame+3,GH_D,43,133,6.67615e-40,135.461,C,cl29077
Cluster-70816.67477_Frame-1,GH_D,5,265,5.42988e-92,284.148,-,cl29077
