contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-11792.0_Frame-1,B12D,11,78,3.93769e-35,113.416,-,pfam06522
Cluster-70816.77436_Frame+2,CREPT,71,217,5.01275e-62,189.731,-,pfam16566
Cluster-70816.77436_Frame+2,DUF4666,10,71,0.00114924,37.3681,N,pfam15697
Cluster-41.0_Frame+1,Ferritin_like,1,54,1.78207e-22,82.9766,N,cl00264
Cluster-70816.102961_Frame-2,Cadherin_repeat,1135,1228,4.26642e-37,135.519,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,1341,1438,7.04348e-35,129.356,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,820,920,8.29559e-34,126.274,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,292,387,6.35489e-28,109.325,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,497,591,8.84344e-27,106.244,-,cd11304
Cluster-70816.102961_Frame-2,LamG,1903,2034,3.65127e-25,102.803,-,smart00282
Cluster-70816.102961_Frame-2,Cadherin_repeat,1029,1124,3.6915e-25,101.621,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,1238,1333,5.60652e-25,100.851,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,192,284,1.19652e-24,100.081,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,90,180,2.25966e-21,90.8357,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,599,698,9.66726e-19,83.1317,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,928,1020,1.45455e-18,82.7465,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,1447,1540,2.46075e-15,73.5017,-,cd11304
Cluster-70816.102961_Frame-2,Cadherin_repeat,395,487,3.13588e-13,67.7237,-,cd11304
Cluster-70816.102961_Frame-2,CA,11,84,1.79879e-12,64.6782,-,smart00112
Cluster-70816.102961_Frame-2,Cadherin_repeat,709,811,2.13499e-12,65.0273,-,cd11304
Cluster-70816.102961_Frame-2,EGF_CA,2179,2215,3.90147e-11,59.5726,-,cd00054
Cluster-70816.102961_Frame-2,Cadherin_repeat,1564,1643,1.89556e-09,56.9382,-,cd11304
Cluster-70816.102961_Frame-2,EGF,2071,2099,5.90809e-08,50.4633,-,pfam00008
Cluster-70816.102961_Frame-2,EGF,2146,2173,3.75815e-07,48.1521,-,pfam00008
Cluster-70816.102961_Frame-2,EGF,2109,2139,3.79513e-07,48.1521,-,pfam00008
Cluster-70816.102960_Frame-2,6PF1K_euk,1,552,0,857.409,N,TIGR02478
Cluster-70816.26337_Frame-2,PP2Cc,143,223,1.35141e-14,70.8669,C,smart00332
Cluster-70816.164482_Frame+1,PRK15370,9,55,0.000899191,35.8282,NC,PRK15370
Cluster-42522.0_!WTR_Frame+2,Cast,1,63,3.27482e-08,47.6236,N,pfam10174
Cluster-70816.90788_Frame+2,Jnk-SapK_ap_N,25,178,3.18521e-73,240.198,-,pfam09744
Cluster-70816.90788_Frame+2,JIP_LZII,379,447,8.62471e-33,121.181,-,pfam16471
Cluster-70816.90789_Frame+2,Jnk-SapK_ap_N,25,178,4.27189e-73,239.813,-,pfam09744
Cluster-70816.90789_Frame+2,JIP_LZII,379,428,1.83764e-14,69.1795,-,pfam16471
Cluster-70816.90787_Frame+1,7tmF_FZD5_FZD8-like,227,537,0,552.654,-,cd15035
Cluster-70816.90787_Frame+1,CRD_FZ5_like,30,149,2.41284e-84,258.482,-,cd07456
Cluster-70816.86127_Frame+3,PAT1,301,465,0.000647595,43.0722,NC,pfam09770
Cluster-70816.86120_Frame+2,D123,14,233,7.02916e-93,275.166,C,pfam07065
Cluster-70816.108178_Frame+2,Condensation,5,113,0.00100845,39.333,NC,cl23853
Cluster-1396.0_!WTR_Frame+2,PKc_like,1,64,4.10448e-39,132.356,N,cl21453
