contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.16614_Frame+2,PLDc_vPLD3_4_5_like_2,171,354,7.90795e-89,264.5,-,cd09107
Cluster-70816.16614_Frame+2,PLDc_SF,7,135,2.39579e-29,111.194,-,cl15239
Cluster-70816.16615_!WTR_Frame+2,PLDc_SF,7,106,2.62122e-28,100.013,C,cl15239
Cluster-70816.106257_Frame+1,Lipocalin_2,36,178,1.18753e-16,72.3789,-,pfam08212
Cluster-70816.106250_Frame+3,MFS_GLUT_Class1,112,558,0,615.5,-,cd17431
Cluster-70816.106250_Frame+3,SH3_and_anchor,5,110,3.66791e-05,44.6137,N,TIGR04211
Cluster-70816.105789_Frame-2,COG5048,35,158,7.24454e-05,45.0718,N,COG5048
Cluster-70816.105789_Frame-2,zf-H2C2_2,261,285,0.00037639,37.3325,-,pfam13465
Cluster-70816.105789_Frame-2,zf-H2C2_2,232,257,0.00464891,34.2509,-,pfam13465
Cluster-70816.105783_Frame+3,Rab,11,163,3.38732e-71,213.472,-,cd00154
Cluster-70816.105784_Frame+1,Periplasmic_Binding_Protein_Type_1,19,425,1.36906e-153,448.83,-,cl10011
Cluster-70816.105784_Frame+1,Periplasmic_Binding_Protein_Type_2,437,581,2.29046e-70,229.94,C,cl21456
Cluster-70816.105784_Frame+1,Lig_chan,593,651,1.69596e-11,65.0027,C,pfam00060
Cluster-70816.105786_Frame-3,Guanylate_kin,228,409,6.67798e-59,191.825,-,pfam00625
Cluster-70816.105786_Frame-3,SH3_CACNB,88,149,2.97783e-41,141.261,-,cd11863
Cluster-70816.105786_Frame-3,VGCC_beta4Aa_N,20,58,1.40786e-18,78.6779,-,pfam12052
Cluster-70816.105787_Frame-3,Smg8_Smg9,29,944,0,853.938,-,pfam10220
Cluster-70816.132659_Frame-3,EF-hand_7,240,316,1.08408e-06,45.7245,-,pfam13499
Cluster-70816.132659_Frame-3,PAT1,359,485,2.14133e-05,46.9242,NC,pfam09770
