contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-33658.0_Frame+2,PTZ00241,1,152,5.66213e-83,240.758,-,PTZ00241
Cluster-70816.149950_Frame+1,Myb_DNA-bind_4,9,55,0.00106876,36.8904,N,pfam13837
Cluster-5101.0_!WTR_Frame-1,FHA,1,38,2.80972e-07,43.529,N,cd00060
Cluster-86355.0_Frame-3,MFS_SLC17,5,41,8.63181e-05,37.9837,NC,cd17318
Cluster-70816.91959_Frame-2,Rab5-bind,229,539,7.20391e-61,204.732,-,pfam09311
Cluster-70816.91959_Frame-2,FYVE_RABE_unchar,541,614,1.59928e-47,160.585,-,cd15739
Cluster-70816.91959_Frame-2,ALS2CR11,15,158,0.00212331,40.5468,N,pfam15729
Cluster-9331.0_Frame+1,DRP1,28,193,2.75976e-82,241.703,-,TIGR01159
Cluster-70816.45277_Frame-2,2A0119,4,88,1.39201e-10,55.4071,NC,TIGR00898
Cluster-70816.45272_Frame+3,Guanylate_cyc,260,416,4.13583e-63,207.863,-,pfam00211
Cluster-70816.45272_Frame+3,AC_N,108,239,1.42521e-10,63.8717,N,pfam16214
Cluster-70816.45273_Frame+2,Guanylate_cyc,245,401,3.26999e-63,207.863,-,pfam00211
Cluster-70816.45273_Frame+2,AC_N,93,224,1.35647e-10,63.8717,N,pfam16214
Cluster-70816.131808_Frame-1,zf-UBP,28,94,2.68113e-06,41.1217,-,pfam02148
Cluster-70816.135660_Frame+2,alpha_tubulin,1,280,0,544.055,N,cd02186
Cluster-70816.131802_Frame-2,7tm_GPCRs,523,765,4.36212e-29,116.567,-,cl28897
Cluster-70816.131802_Frame-2,Periplasmic_Binding_Protein_Type_1,34,271,5.219e-13,71.248,C,cl10011
Cluster-70816.131804_Frame-1,p31comet,21,51,0.000673601,36.4538,NC,pfam06581
Cluster-1602.0_Frame-3,HLH,191,241,1.60018e-18,77.6441,-,smart00353
Cluster-1602.1_Frame-3,HLH,187,237,1.50826e-18,77.6441,-,smart00353
Cluster-1602.3_Frame-3,W2_eIF5,231,381,2.24759e-62,198.609,-,cd11561
Cluster-1602.3_Frame-3,eIF-5_eIF-2B,9,128,3.45839e-55,178.452,-,pfam01873
Cluster-1370.0_Frame-1,SF1-HH,2,104,2.89446e-55,167.746,-,pfam16275
Cluster-16496.0_Frame-2,Glycolytic,1,132,4.92073e-85,251.67,N,pfam00274
Cluster-70816.114597_Frame+1,Cadherin_repeat,164,261,3.28796e-31,117.029,-,cd11304
Cluster-70816.114597_Frame+1,Cadherin_repeat,49,150,8.4777e-25,98.9249,-,cd11304
Cluster-70816.114597_Frame+1,Cadherin_repeat,282,382,1.24382e-17,78.5093,-,cd11304
Cluster-70816.114597_Frame+1,Cadherin_repeat,395,500,2.46225e-06,46.1526,-,cd11304
Cluster-70816.114597_Frame+1,LapA_dom,611,651,0.00788446,35.1487,N,pfam06305
Cluster-70816.136331_Frame+2,I-set,44,130,7.05504e-07,46.4724,-,pfam07679
Cluster-70816.136331_Frame+2,Ig,156,251,0.000259998,39.3593,-,cl11960
Cluster-70816.47651_Frame-1,DoxX,1,50,2.67307e-19,77.4377,N,cl21527
Cluster-70816.35099_Frame+2,Rieske,66,152,3.72963e-20,79.957,-,cl00938
Cluster-70816.15960_Frame+2,IG_like,59,151,2.02021e-11,58.6708,-,smart00410
Cluster-70816.15960_Frame+2,Ig,169,247,2.25741e-09,53.2132,-,cl11960
Cluster-70816.111168_Frame+3,PTP_tensin,63,220,7.99434e-80,246.917,-,cd14508
Cluster-70816.111168_Frame+3,PTEN_C2,227,352,2.30456e-38,137.019,-,pfam10409
Cluster-70816.111168_Frame+3,PLN03209,398,535,0.000326273,43.3763,NC,PLN03209
Cluster-38678.0_Frame-1,cyclophilin,33,176,2.8243e-89,257.956,-,cl00197
Cluster-70816.111161_Frame-1,CAMSAP_CKK,377,495,8.0201e-73,226.371,-,pfam08683
Cluster-70816.111161_Frame-1,PHA03307,187,370,0.00159382,41.3101,C,PHA03307
Cluster-70816.111160_Frame-1,CAMSAP_CKK,298,416,2.15543e-73,225.6,-,pfam08683
Cluster-70816.111165_Frame-2,PRK12323,62,151,0.000626232,38.7035,NC,PRK12323
Cluster-70816.111164_Frame+2,PKc_like,65,111,1.08345e-15,71.8887,C,cl21453
Cluster-70816.111167_Frame+3,PTP_tensin,347,504,1.34118e-77,247.688,-,cd14508
Cluster-70816.111167_Frame+3,PTEN_C2,511,636,1.23271e-37,137.019,-,pfam10409
Cluster-70816.111167_Frame+3,C1,255,296,3.33387e-07,47.4868,-,cd00029
Cluster-70816.111167_Frame+3,PLN03209,682,819,0.000349728,43.7615,NC,PLN03209
Cluster-101029.0_Frame+3,Pox_E8,20,61,0.0033122,33.1537,N,cl28044
Cluster-10471.0_!WTR_Frame-3,SNARE,27,48,0.00568453,32.2423,NC,cl22856
Cluster-70816.124626_Frame-1,LGIC_ECD_GABAR_GRD-like,51,234,5.09447e-81,242.917,-,cd19007
Cluster-70816.124626_Frame-1,LGIC_TM_anion,238,293,1.18995e-19,82.1147,C,cd19049
Cluster-70816.121575_Frame+2,PKc_like,588,892,5.51167e-52,182.345,-,cl21453
Cluster-70816.121575_Frame+2,FA58C,32,186,2.06435e-27,108.208,-,cd00057
Cluster-70816.121574_Frame+2,PKc_like,588,892,5.51167e-52,182.345,-,cl21453
