contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.95000_Frame+1,Ig,137,216,3.09285e-08,50.8679,-,cl11960
Cluster-70816.95002_Frame+2,Ig,163,242,7.13383e-08,50.0975,-,cl11960
Cluster-70816.95002_Frame+2,DUF4775,425,584,0.00260522,40.3752,NC,pfam16001
Cluster-70816.95006_Frame+3,CSD,118,169,1.23518e-30,105.756,-,cd00034
Cluster-70816.95006_Frame+3,CD_HP1_like,25,73,1.80979e-23,87.4926,-,cd18631
Cluster-70816.5612_Frame+1,DUF872,82,185,9.74305e-37,123.308,-,pfam05915
Cluster-70816.133751_!WTR_Frame+1,RT_like,3,26,0.000508727,34.5742,NC,cl02808
Cluster-103061.0_!WTR_Frame+2,RT_like,2,37,0.000433356,34.5742,NC,cl02808
Cluster-12673.1_Frame-2,chaperonin_like,1,126,2.11383e-98,291.125,NC,cl02777
Cluster-70816.128259_Frame+1,COG5048,2,124,7.48004e-05,40.8346,N,COG5048
Cluster-70816.155188_Frame+2,PHA03247,193,325,1.20067e-05,47.2405,N,PHA03247
Cluster-5636.0_Frame+3,rve,13,49,0.00355437,33.4992,C,cl21549
Cluster-70816.91659_Frame+1,Nop53,22,321,8.19864e-26,105.444,C,pfam07767
Cluster-70816.131521_Frame-2,MAM,217,335,1.09907e-16,76.2595,C,pfam00629
Cluster-70816.131521_Frame-2,MAM,31,217,1.73593e-14,70.0964,-,pfam00629
Cluster-70816.91653_Frame+3,BAAT_C,260,462,1.39763e-66,212.917,-,pfam08840
Cluster-70816.91653_Frame+3,Bile_Hydr_Trans,59,190,1.46569e-44,151.935,-,pfam04775
Cluster-70816.91653_Frame+3,Abhydrolase,190,302,4.12955e-08,53.9236,C,cl21494
Cluster-70816.91652_Frame-2,PTPc-N22_18_12,93,299,3.73852e-119,373.297,-,cd14542
Cluster-70816.91654_Frame+3,LLGL,269,360,8.41735e-40,142.28,-,pfam08366
Cluster-70816.91654_Frame+3,WD40,30,254,4.10565e-05,46.5592,N,cl29593
Cluster-70816.91656_Frame+3,Glyco_hydro_47,44,481,2.01741e-155,467.796,-,pfam01532
Cluster-70816.91656_Frame+3,PA,641,764,1.69915e-59,199.124,-,cl28883
Cluster-70816.119631_Frame-2,MFS_FLVCR_like,21,421,0,572.261,-,cd17398
Cluster-70816.93873_Frame-2,PLN02972,1,362,9.17459e-134,399.646,N,PLN02972
Cluster-70816.93871_Frame+2,Prolidase,204,478,2.23687e-119,350.334,-,cd01087
Cluster-70816.93871_Frame+2,AMP_N,29,167,3.96959e-34,125.045,-,smart01011
Cluster-70816.93870_Frame+1,Prolidase,63,337,8.13312e-121,348.794,-,cd01087
Cluster-70816.93877_Frame-1,Cadherin_repeat,1422,1519,3.25475e-29,112.792,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,1095,1190,1.80017e-25,102.007,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,1200,1300,8.95636e-24,97.3841,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,412,512,3.2045e-22,92.7617,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,302,401,2.648e-20,87.3689,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,861,963,7.83546e-18,80.4353,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,747,839,6.28463e-17,77.7389,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,974,1086,2.92391e-16,75.8129,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,638,739,8.03403e-14,68.8793,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,1314,1410,6.70952e-13,66.1829,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,1531,1639,1.00994e-12,65.7977,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,521,630,3.15559e-12,64.2569,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,201,292,5.34907e-10,58.0938,-,cd11304
Cluster-70816.93877_Frame-1,Cadherin_repeat,1659,1748,0.00121691,39.9894,-,cd11304
Cluster-70816.93876_Frame+1,Abhydrolase,1,283,9.42847e-156,435.361,-,cl21494
Cluster-70816.93875_!WTR_Frame+1,Abhydrolase,8,149,1.09909e-78,233.901,C,cl21494
Cluster-70816.93874_Frame+1,Abhydrolase,1,224,2.87011e-123,351.002,C,cl21494
Cluster-70816.93879_Frame+2,RRM_SF,1,48,6.71849e-21,86.6305,N,cl17169
Cluster-70816.93879_Frame+2,RRM,1,168,0.00369914,39.545,N,COG0724
Cluster-70816.96153_Frame-3,M13,4,642,0,555.44,-,cd08662
Cluster-70816.134767_Frame-1,Tryp_SPc,666,844,5.1027e-42,153.201,C,cd00190
Cluster-70816.134767_Frame-1,PHA03247,140,351,1.36043e-07,55.7149,N,PHA03247
Cluster-70816.90529_Frame+3,DEXQc_SRCAP,1882,2104,4.63029e-168,516.135,-,cd18003
Cluster-70816.90529_Frame+3,SF2_C_SNF,2695,2827,1.00502e-60,205.018,-,cd18793
Cluster-70816.90529_Frame+3,PHA03247,2244,2494,0.0001239,48.0109,N,PHA03247
Cluster-70816.90527_Frame-2,Voltage_gated_ClC,149,521,2.35106e-152,443.201,C,cl02915
Cluster-70816.126871_Frame+2,G-patch,208,251,2.05097e-12,60.207,-,pfam01585
