contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.93263_Frame+2,Sema_plexin_like,86,535,2.5844e-146,435.221,-,cd11236
Cluster-70816.93263_Frame+2,PSI,537,569,2.4587e-11,59.0957,C,smart00423
Cluster-70816.93263_Frame+2,PSI,686,717,2.17538e-06,44.9062,C,pfam01437
Cluster-70816.93261_Frame+1,PDZ_signaling,346,425,1.59632e-18,80.6886,-,cd00992
Cluster-70816.93261_Frame+1,PDZ_signaling,213,298,1.60637e-14,69.1326,-,cd00992
Cluster-70816.93261_Frame+1,PDZ,720,805,8.04717e-05,41.5956,-,smart00228
Cluster-70816.93266_Frame+2,Sema_plexin_like,86,535,1.37422e-149,443.311,-,cd11236
Cluster-70816.93266_Frame+2,PSI,537,569,1.46788e-11,59.4809,C,smart00423
Cluster-70816.93266_Frame+2,PSI,686,717,2.24545e-06,44.9062,C,pfam01437
Cluster-70816.93267_Frame-1,Plexin_cytopl,672,1231,0,891.907,-,pfam08337
Cluster-70816.93267_Frame-1,IPT,156,252,2.91281e-22,92.3786,-,cl15674
Cluster-70816.93267_Frame-1,IPT,253,351,7.6773e-19,82.272,-,cl15674
Cluster-70816.93267_Frame-1,IPT,353,490,3.71613e-17,77.8425,-,cl15674
Cluster-70816.93267_Frame-1,TIG,497,587,7.4123e-05,42.4571,-,pfam01833
Cluster-70816.93267_Frame-1,PSI,86,118,0.00679283,35.5985,C,smart00423
Cluster-70816.93264_Frame+2,Sema_plexin_like,86,535,1.46752e-149,443.696,-,cd11236
Cluster-70816.93264_Frame+2,PSI,537,569,1.3332e-11,59.8661,C,smart00423
Cluster-70816.93264_Frame+2,PSI,686,717,2.0995e-06,44.9062,C,pfam01437
Cluster-70816.93265_Frame+2,PDZ_signaling,268,347,1.43604e-18,80.6886,-,cd00992
Cluster-70816.93265_Frame+2,PDZ_signaling,135,220,1.44484e-14,69.1326,-,cd00992
Cluster-70816.93265_Frame+2,PDZ,642,727,6.75427e-05,41.9808,-,smart00228
Cluster-6006.0_Frame-3,Nfu_N,3,90,1.07905e-45,145.693,-,pfam08712
Cluster-6006.0_Frame-3,NifU,119,183,1.90985e-32,111.381,-,pfam01106
Cluster-22448.0_!WTR_Frame+3,DUF2599,22,54,0.004021,32.315,NC,pfam10783
Cluster-70816.9734_Frame-1,PA,210,332,2.13537e-62,196.467,C,cl28883
Cluster-70816.9734_Frame-1,M28_TfR,144,229,5.29539e-11,62.0065,C,cd09848
Cluster-70816.9730_Frame-1,metallo-dependent_hydrolases,1,36,1.04204e-06,43.2418,C,cl00281
Cluster-70816.9733_Frame-3,M28_TfR,41,269,1.12332e-140,402.908,-,cd09848
Cluster-70816.9733_Frame-3,TFR_dimer,307,408,5.95636e-11,59.1829,-,pfam04253
Cluster-58654.0_Frame+2,rve,1,49,9.85399e-13,57.6594,N,pfam00665
Cluster-70816.102139_Frame+2,PTZ00335,1,138,1.28349e-112,326.28,N,PTZ00335
Cluster-70816.102131_Frame-2,PTZ00005,1,414,0,712.611,-,PTZ00005
Cluster-70816.102134_Frame+2,EMP70,1,155,3.1938e-33,122.245,C,pfam02990
Cluster-14011.0_Frame+2,EMP70,1,149,9.51709e-60,192.351,NC,pfam02990
Cluster-70816.133854_Frame-2,CLECT,10,134,2.11648e-23,87.6753,-,cd00037
Cluster-70816.64223_Frame-2,Transmemb_17,52,155,1.69881e-14,66.0378,-,pfam09799
