contig_id,name,start,stop,evalue,bitscore,truncated,accession
Cluster-70816.158384_Frame-3,EMP24_GP25L,16,209,3.33042e-65,199.066,-,pfam01105
Cluster-70816.67851_Frame-3,PKc_like,1,276,9.45326e-166,497.218,-,cl21453
Cluster-70816.67851_Frame-3,Smc,412,1179,8.27665e-22,102.485,C,COG1196
Cluster-70816.67851_Frame-3,C1,1246,1294,9.35175e-08,49.4128,-,cd00029
Cluster-97484.0_Frame-3,GIY-YIG_SF,1,24,9.47766e-14,63.4057,N,cl15257
Cluster-994.0_Frame+1,YTH1,2,127,1.25942e-30,112.272,N,COG5084
Cluster-994.0_Frame+1,COG5222,121,179,0.00631985,36.2632,NC,COG5222
Cluster-1483.1_!WTR_Frame+2,PTZ00084,1,29,8.47194e-10,51.2028,N,PTZ00084
Cluster-1483.0_Frame+1,PTZ00084,4,189,2.53159e-123,346.651,-,PTZ00084
Cluster-713.0_Frame-2,PH-like,1,22,1.60058e-12,56.4933,N,cl17171
Cluster-70816.139856_Frame+3,Ig,195,263,2.01571e-08,50.8064,C,cl11960
Cluster-70816.139856_Frame+3,Ig_3,99,175,0.000239161,38.6671,-,pfam13927
Cluster-70816.21249_Frame+2,C1q,52,173,8.08549e-18,75.0214,-,pfam00386
Cluster-70816.21248_Frame+3,EF-hand_9,43,107,0.00047879,37.7506,-,pfam14658
Cluster-70816.21240_Frame+2,Zona_pellucida,176,440,8.97922e-16,77.2016,-,pfam00100
Cluster-70816.120593_Frame-1,Period_C,1074,1210,3.97996e-14,72.0491,N,pfam12114
Cluster-70816.120593_Frame-1,PAS_11,364,467,5.35675e-14,69.2405,-,pfam14598
Cluster-70816.120593_Frame-1,PAS,212,273,6.16546e-06,44.6974,-,smart00091
Cluster-70816.59301_Frame+3,PLN02844,136,349,2.36237e-22,101.848,NC,PLN02844
Cluster-70816.59301_Frame+3,FNR_like,523,591,9.31414e-09,55.7738,NC,cl06868
Cluster-11955.0_!WTR_Frame+3,MIF,2,115,5.90273e-67,196.888,-,pfam01187
